Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,lat,lon
29785,qp091m,48,8.3,0.126787891,Residential,1,Not Allowed,No,10.01929952,Rainy,-5.41900634765625,90.7635498046875
29786,qp091t,48,8.3,0.041920765,Residential,2,Not Allowed,Yes,14.87837815,Foggy,-5.41900634765625,90.7745361328125
29787,qp094j,48,8.3,0.033720366,Residential,2,Not Allowed,Yes,8.046461622,Rainy,-5.41900634765625,90.7965087890625
29788,qp094m,48,8.3,0.034066348,Residential,2,Not Allowed,Yes,33.58927595,Sunny,-5.41900634765625,90.8074951171875
29789,qp094t,48,8.3,0.07514181,Residential,2,Not Allowed,Yes,11.80839955,Rainy,-5.41900634765625,90.8184814453125
29790,qp095j,48,8.3,0.00326894,Residential,3,Allowed,Yes,10.8745523,Rainy,-5.41900634765625,90.8404541015625
29791,qp095m,48,8.3,0.015175393,Residential,1,Not Allowed,No,12.78109719,Rainy,-5.41900634765625,90.8514404296875
29792,qp095t,48,8.3,0.005550059,Residential,3,Allowed,Yes,14.68764208,Foggy,-5.41900634765625,90.8624267578125
29793,qp095v,48,8.3,0.13805842,Residential,2,Not Allowed,Yes,22.81898035,Sunny,-5.41900634765625,90.8734130859375
29794,qp09hj,48,8.3,0.194815353,Residential,3,Allowed,Yes,23.59090476,Sunny,-5.41900634765625,90.8843994140625
29795,qp09hm,48,8.3,0.042000439,Residential,2,Not Allowed,Yes,18.06827458,Foggy,-5.41900634765625,90.8953857421875
29796,qp09ht,48,8.3,0.106710864,Residential,3,Allowed,Yes,22.18533954,Sunny,-5.41900634765625,90.9063720703125
29797,qp09hv,48,8.3,0.070039791,Residential,2,Not Allowed,Yes,15.52584107,Foggy,-5.41900634765625,90.9173583984375
29798,qp09jv,48,8.3,0.071134651,Residential,3,Allowed,Yes,18.99066679,Foggy,-5.41900634765625,90.9613037109375
29799,qp03jq,48,8.3,0.045346476,Unknown,2,Not Allowed,Yes,19.34670537,Sunny,-5.41351318359375,90.5877685546875
29800,qp03jw,48,8.3,0.034869125,Residential,1,Not Allowed,No,15.84585855,Foggy,-5.41351318359375,90.5987548828125
29801,qp03jy,48,8.3,0.032517695,Residential,3,Allowed,Yes,6.517736066,Snowy,-5.41351318359375,90.6097412109375
29802,qp03nq,48,8.3,0.139770994,Residential,3,Allowed,Yes,6.182613523,Snowy,-5.41351318359375,90.6317138671875
29803,qp03nw,48,8.3,0.064933894,Residential,2,Not Allowed,Yes,14.51196245,Foggy,-5.41351318359375,90.6427001953125
29804,qp03ny,48,8.3,0.090159397,Residential,2,Not Allowed,Yes,16.73168807,Foggy,-5.41351318359375,90.6536865234375
29805,qp03pn,48,8.3,0.016114049,Residential,2,Not Allowed,Yes,28.43524201,Sunny,-5.41351318359375,90.6646728515625
29806,qp03pq,48,8.3,0.035210544,Residential,2,Not Allowed,Yes,12.28639989,Rainy,-5.41351318359375,90.6756591796875
29807,qp03pw,48,8.3,0.015970306,Residential,1,Not Allowed,No,8.080132637,Rainy,-5.41351318359375,90.6866455078125
29808,qp03py,48,8.3,0.016809864,Residential,3,Allowed,Yes,15.30586765,Foggy,-5.41351318359375,90.6976318359375
29809,qp090n,48,8.3,0.008531133,Residential,2,Not Allowed,Yes,6.660858905,Snowy,-5.41351318359375,90.7086181640625
29810,qp090q,48,8.3,0.007416503,Residential,3,Allowed,Yes,7.169335552,Rainy,-5.41351318359375,90.7196044921875
29811,qp090w,48,8.3,0.027335262,Residential,1,Not Allowed,No,19.02842315,Sunny,-5.41351318359375,90.7305908203125
29812,qp091q,48,8.3,0.004229679,Residential,3,Allowed,Yes,30.60551431,Sunny,-5.41351318359375,90.7635498046875
29813,qp091w,48,8.3,0.028000116,Residential,1,Not Allowed,No,14.19558995,Foggy,-5.41351318359375,90.7745361328125
29814,qp091y,48,8.3,0.028372869,Residential,3,Allowed,Yes,25.49312671,Sunny,-5.41351318359375,90.7855224609375
29815,qp094n,48,8.3,0.179985656,Residential,1,Not Allowed,No,24.61800035,Sunny,-5.41351318359375,90.7965087890625
29816,qp094q,48,8.3,0.147238934,Residential,1,Not Allowed,No,26.58146292,Sunny,-5.41351318359375,90.8074951171875
29817,qp094w,48,8.3,0.075459975,Residential,1,Not Allowed,No,18.27932147,Foggy,-5.41351318359375,90.8184814453125
29818,qp094y,48,8.3,0.033895317,Residential,2,Not Allowed,Yes,14.44115598,Foggy,-5.41351318359375,90.8294677734375
29819,qp095n,48,8.3,0.010202969,Residential,2,Not Allowed,Yes,18.26973675,Foggy,-5.41351318359375,90.8404541015625
29820,qp095q,48,8.3,0.05972472,Residential,2,Not Allowed,Yes,19.68800417,Sunny,-5.41351318359375,90.8514404296875
29821,qp095w,48,8.3,0.038694807,Residential,3,Allowed,Yes,4.430353442,Snowy,-5.41351318359375,90.8624267578125
29822,qp095y,48,8.3,0.012364012,Residential,1,Not Allowed,No,8.123732396,Rainy,-5.41351318359375,90.8734130859375
29823,qp09hn,48,8.3,0.062584056,Residential,3,Allowed,Yes,11.81711135,Rainy,-5.41351318359375,90.8843994140625
29824,qp09hq,48,8.3,0.02130624,Residential,3,Allowed,Yes,14.64166016,Foggy,-5.41351318359375,90.8953857421875
29825,qp09hy,48,8.3,0.064804981,Residential,1,Not Allowed,No,23.48036407,Sunny,-5.41351318359375,90.9173583984375
29826,qp09jq,48,8.3,0.206670392,Residential,3,Allowed,Yes,12.1344077,Rainy,-5.41351318359375,90.9393310546875
29827,qp03jr,48,8.3,0.030413945,Residential,3,Allowed,Yes,17.5631238,Foggy,-5.40802001953125,90.5877685546875
29828,qp03jx,48,8.3,0.038903951,Residential,2,Not Allowed,Yes,0.783830211,Snowy,-5.40802001953125,90.5987548828125
29829,qp03jz,48,8.3,0.053230455,Residential,1,Not Allowed,No,24.96844442,Sunny,-5.40802001953125,90.6097412109375
29830,qp03np,48,8.3,0.001465958,Residential,2,Not Allowed,Yes,17.07005633,Foggy,-5.40802001953125,90.6207275390625
29831,qp03nr,48,8.3,0.097100813,Residential,1,Not Allowed,No,27.45206564,Sunny,-5.40802001953125,90.6317138671875
29832,qp03nx,48,8.3,0.051317936,Residential,2,Not Allowed,Yes,15.38739878,Foggy,-5.40802001953125,90.6427001953125
29833,qp03nz,48,8.3,0.131793425,Residential,2,Not Allowed,Yes,14.12786873,Foggy,-5.40802001953125,90.6536865234375
29834,qp03pp,48,8.3,0.084793803,Residential,3,Allowed,Yes,11.61077034,Rainy,-5.40802001953125,90.6646728515625
29835,qp03pr,48,8.3,0.107526835,Residential,3,Allowed,Yes,17.72488476,Foggy,-5.40802001953125,90.6756591796875
29836,qp03px,48,8.3,0.071231309,Residential,3,Allowed,Yes,14.69651061,Foggy,-5.40802001953125,90.6866455078125
29837,qp03pz,48,8.3,0.028513179,Residential,3,Allowed,Yes,27.35049911,Sunny,-5.40802001953125,90.6976318359375
29838,qp090p,48,8.3,0.03867384,Residential,2,Not Allowed,Yes,26.4530729,Sunny,-5.40802001953125,90.7086181640625
29839,qp090r,48,8.3,0.0425309,Residential,3,Allowed,Yes,27.51123784,Sunny,-5.40802001953125,90.7196044921875
29840,qp090x,48,8.3,0.048728906,Residential,1,Not Allowed,No,19.16332705,Sunny,-5.40802001953125,90.7305908203125
29841,qp091z,48,8.3,0.112684756,Residential,3,Allowed,Yes,27.06465924,Sunny,-5.40802001953125,90.7855224609375
29842,qp094p,48,8.3,0.047732975,Residential,2,Not Allowed,Yes,6.159061368,Snowy,-5.40802001953125,90.7965087890625
29843,qp094r,48,8.3,0.474511438,Highway,3,Allowed,Yes,5.146376539,Snowy,-5.40802001953125,90.8074951171875
29844,qp094x,48,8.3,0.103226693,Residential,1,Not Allowed,No,15.55952147,Foggy,-5.40802001953125,90.8184814453125
29845,qp095r,48,8.3,0.112070533,Residential,2,Not Allowed,Yes,8.6934251,Rainy,-5.40802001953125,90.8514404296875
29846,qp095x,48,8.3,0.007758316,Residential,2,Not Allowed,Yes,13.59558499,Rainy,-5.40802001953125,90.8624267578125
29847,qp09hr,48,8.3,0.020887911,Residential,1,Not Allowed,No,37.98173761,Sunny,-5.40802001953125,90.8953857421875
29848,qp09hx,48,8.3,0.012412896,Residential,2,Not Allowed,Yes,8.805977713,Rainy,-5.40802001953125,90.9063720703125
29849,qp09hz,48,8.3,0.010707044,Residential,2,Not Allowed,Yes,25.49831835,Sunny,-5.40802001953125,90.9173583984375
29850,qp09jp,48,8.3,0.081443327,Residential,3,Allowed,Yes,8.663804139,Rainy,-5.40802001953125,90.9283447265625
29851,qp09jx,48,8.3,0.037202554,Residential,2,Not Allowed,Yes,17.44040859,Foggy,-5.40802001953125,90.9503173828125
29852,qp09jz,48,8.3,0.019071751,Residential,2,Not Allowed,Yes,13.72477143,Rainy,-5.40802001953125,90.9613037109375
29853,qp03m2,48,8.3,0.010904933,Residential,2,Not Allowed,Yes,15.232439455,Sunny,-5.40252685546875,90.5877685546875
29854,qp03m8,48,8.3,0.027204418,Residential,3,Allowed,Yes,16.74010748,Foggy,-5.40252685546875,90.5987548828125
29855,qp03mb,48,8.3,0.110301958,Residential,2,Not Allowed,Yes,14.08761765,Foggy,-5.40252685546875,90.6097412109375
29856,qp03q0,48,8.3,0.10040572,Residential,2,Not Allowed,Yes,22.24403005,Sunny,-5.40252685546875,90.6207275390625
29857,qp03q2,48,8.3,0.051118842,Residential,2,Not Allowed,Yes,12.361625,Rainy,-5.40252685546875,90.6317138671875
29858,qp03q8,48,8.3,0.062722703,Residential,1,Not Allowed,No,23.45801147,Sunny,-5.40252685546875,90.6427001953125
29859,qp03qb,48,8.3,0.114595696,Residential,1,Not Allowed,No,1.704910123,Snowy,-5.40252685546875,90.6536865234375
29860,qp03r0,48,8.3,0.137680805,Residential,1,Not Allowed,No,10.71778243,Rainy,-5.40252685546875,90.6646728515625
29861,qp03r2,48,8.3,0.256552881,Street,1,Not Allowed,Yes,14.26084071,Foggy,-5.40252685546875,90.6756591796875
29862,qp03r8,48,8.3,0.062432141,Residential,1,Not Allowed,No,11.23861768,Rainy,-5.40252685546875,90.6866455078125
29863,qp03rb,48,8.3,0.017051764,Residential,1,Not Allowed,No,10.00273139,Rainy,-5.40252685546875,90.6976318359375
29864,qp0920,48,8.3,0.058693462,Residential,3,Allowed,Yes,13.23418555,Rainy,-5.40252685546875,90.7086181640625
29865,qp0922,48,8.3,0.014021456,Residential,3,Allowed,Yes,29.15511055,Sunny,-5.40252685546875,90.7196044921875
29866,qp0928,48,8.3,0.035184044,Residential,2,Not Allowed,Yes,19.66085982,Sunny,-5.40252685546875,90.7305908203125
29867,qp0932,48,8.3,0.010465206,Residential,3,Allowed,Yes,25.35451393,Sunny,-5.40252685546875,90.7635498046875
29868,qp093b,48,8.3,0.054251864,Residential,3,Allowed,Yes,9.80465352,Rainy,-5.40252685546875,90.7855224609375
29869,qp0960,48,8.3,0.055776481,Residential,1,Not Allowed,No,25.01482994,Sunny,-5.40252685546875,90.7965087890625
29870,qp0962,48,8.3,0.122808814,Residential,2,Not Allowed,Yes,12.78572783,Rainy,-5.40252685546875,90.8074951171875
29871,qp0968,48,8.3,0.036013463,Residential,2,Not Allowed,Yes,18.42110185,Foggy,-5.40252685546875,90.8184814453125
29872,qp096b,48,8.3,0.06776525,Residential,3,Allowed,Yes,9.854374428,Rainy,-5.40252685546875,90.8294677734375
29873,qp0970,48,8.3,0.035871826,Residential,3,Allowed,Yes,6.755853353,Snowy,-5.40252685546875,90.8404541015625
29874,qp0972,48,8.3,0.05030229,Residential,3,Allowed,Yes,13.66860537,Rainy,-5.40252685546875,90.8514404296875
29875,qp0978,48,8.3,0.026872561,Residential,2,Not Allowed,Yes,17.43305449,Foggy,-5.40252685546875,90.8624267578125
29876,qp09k2,48,8.3,0.149601081,Residential,3,Allowed,Yes,1.158486193,Unknown,-5.40252685546875,90.8953857421875
29877,qp09k8,48,8.3,0.006118781,Residential,2,Not Allowed,Yes,26.4901595,Sunny,-5.40252685546875,90.9063720703125
29878,qp09kb,48,8.3,0.019502377,Residential,3,Allowed,Yes,10.30330929,Rainy,-5.40252685546875,90.9173583984375
29879,qp09m0,48,8.3,0.040702803,Residential,3,Allowed,Yes,23.87302764,Sunny,-5.40252685546875,90.9283447265625
29880,qp09m2,48,8.3,0.030301063,Residential,1,Not Allowed,No,4.543413809,Snowy,-5.40252685546875,90.9393310546875
29881,qp09mb,48,8.3,0.006042136,Residential,2,Not Allowed,Yes,19.82961004,Sunny,-5.40252685546875,90.9613037109375
29882,qp03m3,48,8.3,0.003891411,Residential,2,Not Allowed,Yes,17.49906936,Foggy,-5.39703369140625,90.5877685546875
29883,qp03m9,48,8.3,0.053174995,Residential,2,Not Allowed,Yes,16.18241641,Foggy,-5.39703369140625,90.5987548828125
29884,qp03mc,48,8.3,0.033374863,Residential,2,Not Allowed,Yes,21.02771456,Rainy,-5.39703369140625,90.6097412109375
29885,qp03q1,48,8.3,0.077231472,Residential,2,Not Allowed,Yes,25.87301271,Sunny,-5.39703369140625,90.6207275390625
29886,qp03q3,48,8.3,0.096288739,Residential,3,Allowed,Yes,20.90459352,Sunny,-5.39703369140625,90.6317138671875
29887,qp03q9,48,8.3,0.086908569,Residential,2,Not Allowed,Yes,5.051100541,Snowy,-5.39703369140625,90.6427001953125
29888,qp03qc,48,8.3,0.072598673,Residential,3,Allowed,Yes,23.77078331,Sunny,-5.39703369140625,90.6536865234375
29889,qp03r1,48,8.3,0.154141437,Residential,3,Allowed,Yes,21.370535,Sunny,-5.39703369140625,90.6646728515625
29890,qp03r3,48,8.3,0.127437561,Residential,3,Allowed,Yes,6.074487947,Snowy,-5.39703369140625,90.6756591796875
29891,qp03r9,48,8.3,0.16481481,Residential,2,Not Allowed,Yes,19.96923061,Sunny,-5.39703369140625,90.6866455078125
29892,qp03rc,48,8.3,0.002063589,Residential,3,Allowed,Yes,14.38812757,Foggy,-5.39703369140625,90.6976318359375
29893,qp0921,48,8.3,0.097886182,Residential,3,Allowed,Yes,15.18340259,Foggy,-5.39703369140625,90.7086181640625
29894,qp0923,48,8.3,0.000992658,Residential,3,Allowed,Yes,15.80402155,Foggy,-5.39703369140625,90.7196044921875
29895,qp0929,48,8.3,0.053497594,Residential,2,Not Allowed,Yes,30.45100335,Sunny,-5.39703369140625,90.7305908203125
29896,qp093c,48,8.3,0.03048881,Residential,2,Not Allowed,Yes,8.603908981,Rainy,-5.39703369140625,90.7855224609375
29897,qp0961,48,8.3,0.058965164,Residential,3,Allowed,Yes,9.591198301,Rainy,-5.39703369140625,90.7965087890625
29898,qp0963,48,8.3,0.042203425,Residential,3,Allowed,Yes,13.53110985,Rainy,-5.39703369140625,90.8074951171875
29899,qp0969,48,8.3,0.021594685,Residential,3,Allowed,Yes,7.991999648,Rainy,-5.39703369140625,90.8184814453125
29900,qp096c,48,8.3,0.045060686,Residential,2,Not Allowed,Yes,1.104331085,Snowy,-5.39703369140625,90.8294677734375
29901,qp0971,48,8.3,0.004733021,Residential,2,Not Allowed,Yes,21.1316606,Sunny,-5.39703369140625,90.8404541015625
29902,qp0973,48,8.3,0.001154742,Residential,2,Not Allowed,Yes,17.3303168,Foggy,-5.39703369140625,90.8514404296875
29903,qp0979,48,8.3,0.035371428,Residential,3,Allowed,Yes,4.105966909,Snowy,-5.39703369140625,90.8624267578125
29904,qp097c,48,8.3,0.038655342,Residential,2,Not Allowed,Yes,22.96397396,Sunny,-5.39703369140625,90.8734130859375
29905,qp09k3,48,8.3,0.077512648,Residential,2,Not Allowed,Yes,2.730647365,Snowy,-5.39703369140625,90.8953857421875
29906,qp09kc,48,8.3,0.014673776,Residential,3,Allowed,Yes,4.058457954,Snowy,-5.39703369140625,90.9173583984375
29907,qp09m1,48,8.3,0.004113669,Residential,3,Allowed,Yes,9.967277568,Rainy,-5.39703369140625,90.9283447265625
29908,qp03m6,48,8.3,0.118552293,Residential,1,Not Allowed,No,8.106206344,Rainy,-5.39154052734375,90.5877685546875
29909,qp03md,48,8.3,0.021315808,Residential,2,Not Allowed,Yes,35.13596711,Sunny,-5.39154052734375,90.5987548828125
29910,qp03mf,48,8.3,0.030532471,Residential,2,Not Allowed,Yes,28.87525007,Sunny,-5.39154052734375,90.6097412109375
29911,qp03q4,48,8.3,0.124777029,Residential,3,Allowed,Yes,7.392368698,Rainy,-5.39154052734375,90.6207275390625
29912,qp03q6,48,8.3,0.035492109,Residential,1,Not Allowed,No,12.94026157,Rainy,-5.39154052734375,90.6317138671875
29913,qp03qd,48,8.3,0.153378163,Residential,3,Allowed,Yes,27.25451143,Sunny,-5.39154052734375,90.6427001953125
29914,qp03qf,48,8.3,0.300082521,Street,1,Not Allowed,Yes,18.33998449,Foggy,-5.39154052734375,90.6536865234375
29915,qp03r4,48,8.3,0.09576556,Residential,3,Allowed,Yes,17.48348733,Foggy,-5.39154052734375,90.6646728515625
29916,qp03r6,48,8.3,0.097622743,Residential,1,Not Allowed,No,16.62699017,Foggy,-5.39154052734375,90.6756591796875
29917,qp03rd,48,8.3,0.060763784,Residential,1,Not Allowed,No,33.58684119,Sunny,-5.39154052734375,90.6866455078125
29918,qp03rf,48,8.3,0.093986526,Residential,2,Not Allowed,Yes,19.58156244,Sunny,-5.39154052734375,90.6976318359375
29919,qp0924,48,8.3,0.073627761,Residential,2,Not Allowed,Yes,10.70875159,Rainy,-5.39154052734375,90.7086181640625
29920,qp0926,48,8.3,0.078978884,Residential,1,Not Allowed,No,19.71494025,Sunny,-5.39154052734375,90.7196044921875
29921,qp092d,48,8.3,0.065138815,Residential,1,Not Allowed,No,28.29333812,Sunny,-5.39154052734375,90.7305908203125
29922,qp096d,48,8.3,0.026229021,Residential,2,Not Allowed,Yes,11.28852605,Rainy,-5.39154052734375,90.8184814453125
29923,qp096f,48,8.3,0.306334805,Street,1,Not Allowed,Yes,12.54400917,Rainy,-5.39154052734375,90.8294677734375
29924,qp0974,48,8.3,0.131633848,Residential,3,Allowed,Yes,11.4542875,Rainy,-5.39154052734375,90.8404541015625
29925,qp0976,48,8.3,0.080355726,Residential,3,Allowed,Yes,15.92239577,Foggy,-5.39154052734375,90.8514404296875
29926,qp097d,48,8.3,0.052128305,Residential,3,Allowed,Yes,9.930295383,Rainy,-5.39154052734375,90.8624267578125
29927,qp097f,48,8.3,0.040288897,Residential,1,Not Allowed,No,30.95089569,Sunny,-5.39154052734375,90.8734130859375
29928,qp09kf,48,8.3,0.011772728,Unknown,3,Allowed,Yes,28.7454391,Sunny,-5.39154052734375,90.9173583984375
29929,qp03m7,48,8.3,0.036731773,Residential,3,Allowed,Yes,7.064931317,Rainy,-5.38604736328125,90.5877685546875
29930,qp03me,48,8.3,0.005780088,Residential,2,Not Allowed,Yes,8.78433615,Rainy,-5.38604736328125,90.5987548828125
29931,qp03mg,48,8.3,0.379968993,Highway,5,Allowed,No,17.98503356,Foggy,-5.38604736328125,90.6097412109375
29932,qp03q5,48,8.3,0.047859124,Residential,1,Not Allowed,No,26.09075352,Sunny,-5.38604736328125,90.6207275390625
29933,qp03q7,48,8.3,0.053730559,Residential,3,Allowed,Yes,13.77180356,Rainy,-5.38604736328125,90.6317138671875
29934,qp03qe,48,8.3,0.095489269,Residential,3,Allowed,Yes,21.64879468,Sunny,-5.38604736328125,90.6427001953125
29935,qp03qg,48,8.3,0.56276281,Highway,5,Allowed,No,10.25284332,Rainy,-5.38604736328125,90.6536865234375
29936,qp03r5,48,8.3,0.084370682,Residential,1,Not Allowed,No,2.160176813,Snowy,-5.38604736328125,90.6646728515625
29937,qp03r7,48,8.3,0.020474923,Residential,2,Not Allowed,Yes,14.32622393,Foggy,-5.38604736328125,90.6756591796875
29938,qp03re,48,8.3,0.141393702,Residential,2,Not Allowed,Yes,19.2831177,Sunny,-5.38604736328125,90.6866455078125
29939,qp03rg,48,8.3,0.112321322,Residential,1,Not Allowed,No,9.943000442,Rainy,-5.38604736328125,90.6976318359375
29940,qp0925,48,8.3,0.227185998,Street,1,Not Allowed,Yes,15.19117537,Foggy,-5.38604736328125,90.7086181640625
29941,qp0927,48,8.3,0.314952189,Street,1,Not Allowed,Yes,15.78785812,Foggy,-5.38604736328125,90.7196044921875
29942,qp092e,48,8.3,0.025897106,Residential,2,Not Allowed,Yes,17.76482527,Foggy,-5.38604736328125,90.7305908203125
29943,qp093e,48,8.3,0.00830738,Residential,3,Allowed,Yes,8.766329808,Rainy,-5.38604736328125,90.7745361328125
29944,qp093g,48,8.3,0.025236133,Residential,1,Not Allowed,No,19.15825184,Sunny,-5.38604736328125,90.7855224609375
29945,qp096e,48,8.3,0.05447749,Residential,2,Not Allowed,Yes,19.50402194,Sunny,-5.38604736328125,90.8184814453125
29946,qp096g,48,8.3,0.111889723,Residential,3,Allowed,Yes,16.660164260000002,Foggy,-5.38604736328125,90.8294677734375
29947,qp0975,48,8.3,0.178434448,Residential,1,Not Allowed,No,13.81630658,Rainy,-5.38604736328125,90.8404541015625
29948,qp0977,48,8.3,0.032794092,Residential,1,Not Allowed,No,17.99901436,Foggy,-5.38604736328125,90.8514404296875
29949,qp097e,48,8.3,0.089483355,Residential,1,Not Allowed,No,25.21709301,Sunny,-5.38604736328125,90.8624267578125
29950,qp097g,48,8.3,0.043229277,Residential,1,Not Allowed,No,21.59036522,Sunny,-5.38604736328125,90.8734130859375
29951,qp09ke,48,8.3,0.066743334,Residential,1,Not Allowed,No,18.5242749,Foggy,-5.38604736328125,90.9063720703125
29952,qp09q5,48,8.3,0.008285844,Residential,1,Not Allowed,No,7.653679348,Rainy,-5.38604736328125,90.9722900390625
29953,qp03mk,48,8.3,0.019533035,Residential,1,Not Allowed,No,11.35316393,Rainy,-5.38055419921875,90.5877685546875
29954,qp03ms,48,8.3,0.014698243,Residential,1,Not Allowed,No,18.04161394,Foggy,-5.38055419921875,90.5987548828125
29955,qp03mu,48,8.3,0.031288277,Residential,1,Not Allowed,No,9.57674009,Rainy,-5.38055419921875,90.6097412109375
29956,qp03qh,48,8.3,0.056857264,Residential,3,Allowed,Yes,11.08425295,Rainy,-5.38055419921875,90.6207275390625
29957,qp03qk,48,8.3,0.00868343,Residential,3,Allowed,Yes,19.63546215,Sunny,-5.38055419921875,90.6317138671875
29958,qp03qs,48,8.3,0.114273375,Residential,3,Allowed,Yes,13.28209085,Rainy,-5.38055419921875,90.6427001953125
29959,qp03qu,48,8.3,0.122700887,Residential,1,Not Allowed,No,8.910156641,Rainy,-5.38055419921875,90.6536865234375
29960,qp03rh,48,8.3,0.180476766,Residential,3,Allowed,Yes,24.85548376,Sunny,-5.38055419921875,90.6646728515625
29961,qp03rk,48,8.3,0.143600987,Residential,1,Not Allowed,No,22.01474832,Sunny,-5.38055419921875,90.6756591796875
29962,qp03rs,48,8.3,0.015883285,Residential,3,Allowed,Yes,19.02338389,Sunny,-5.38055419921875,90.6866455078125
29963,qp03ru,48,8.3,0.113421191,Residential,2,Not Allowed,Yes,19.54073848,Sunny,-5.38055419921875,90.6976318359375
29964,qp092h,48,8.3,0.172629848,Residential,2,Not Allowed,Yes,22.08307198,Sunny,-5.38055419921875,90.7086181640625
29965,qp092k,48,8.3,0.173172602,Residential,2,Not Allowed,Yes,13.40631166,Rainy,-5.38055419921875,90.7196044921875
29966,qp092s,48,8.3,0.082151348,Residential,2,Not Allowed,Yes,16.02383656,Foggy,-5.38055419921875,90.7305908203125
29967,qp093u,48,8.3,0.015535062,Residential,2,Not Allowed,Yes,18.87990087,Foggy,-5.38055419921875,90.7855224609375
29968,qp096h,48,8.3,0.010551656,Residential,1,Not Allowed,No,18.4150764,Foggy,-5.38055419921875,90.7965087890625
29969,qp096s,48,8.3,0.058795893,Residential,3,Allowed,Yes,4.34344144,Snowy,-5.38055419921875,90.8184814453125
29970,qp096u,48,8.3,0.521762162,Highway,4,Allowed,Yes,21.30584093,Sunny,-5.38055419921875,90.8294677734375
29971,qp097h,48,8.3,0.021632893,Residential,1,Not Allowed,No,12.2506245,Rainy,-5.38055419921875,90.8404541015625
29972,qp097k,48,8.3,0.089269911,Residential,2,Not Allowed,Yes,20.60024791,Sunny,-5.38055419921875,90.8514404296875
29973,qp097s,48,8.3,0.250990741,Street,1,Not Allowed,Yes,17.83735307,Unknown,-5.38055419921875,90.8624267578125
29974,qp097u,48,8.3,0.149088657,Residential,1,Not Allowed,No,12.32467092,Rainy,-5.38055419921875,90.8734130859375
29975,qp09ku,48,8.3,0.010751019,Residential,2,Not Allowed,Yes,18.20673266,Foggy,-5.38055419921875,90.9173583984375
29976,qp09mu,48,8.3,0.010643738,Residential,1,Not Allowed,No,7.638218877,Rainy,-5.38055419921875,90.9613037109375
29977,qp03mm,48,8.3,0.000689289,Residential,2,Not Allowed,Yes,10.6516309535,Sunny,-5.37506103515625,90.5877685546875
29978,qp03mt,48,8.3,0.063861331,Residential,3,Allowed,Yes,13.66504303,Rainy,-5.37506103515625,90.5987548828125
29979,qp03mv,48,8.3,0.062850957,Residential,2,Not Allowed,Yes,22.63836672,Sunny,-5.37506103515625,90.6097412109375
29980,qp03qj,48,8.3,0.189730407,Residential,3,Allowed,Yes,6.814722965,Snowy,-5.37506103515625,90.6207275390625
29981,qp03qm,48,8.3,0.180222511,Residential,2,Not Allowed,Yes,7.16402707,Rainy,-5.37506103515625,90.6317138671875
29982,qp03qv,48,8.3,0.076458252,Residential,1,Not Allowed,No,24.10069837,Sunny,-5.37506103515625,90.6536865234375
29983,qp03rj,48,8.3,0.054649575,Residential,1,Not Allowed,No,16.74367689,Foggy,-5.37506103515625,90.6646728515625
29984,qp03rm,48,8.3,0.134857981,Residential,3,Allowed,Yes,19.32087676,Sunny,-5.37506103515625,90.6756591796875
29985,qp03rt,48,8.3,0.178446813,Residential,2,Not Allowed,Yes,24.04866816,Sunny,-5.37506103515625,90.6866455078125
29986,qp03rv,48,8.3,0.131581126,Residential,3,Allowed,Yes,13.89672165,Rainy,-5.37506103515625,90.6976318359375
29987,qp092j,48,8.3,0.150682746,Residential,3,Allowed,Yes,31.94797376,Sunny,-5.37506103515625,90.7086181640625
29988,qp092m,48,8.3,0.208530977,Residential,3,Allowed,Yes,11.86209119,Rainy,-5.37506103515625,90.7196044921875
29989,qp092t,48,8.3,0.079687138,Residential,3,Allowed,Yes,10.05547121,Rainy,-5.37506103515625,90.7305908203125
29990,qp093v,48,8.3,0.085622354,Residential,1,Not Allowed,No,13.40276916,Rainy,-5.37506103515625,90.7855224609375
29991,qp096j,48,8.3,0.085943901,Residential,3,Allowed,Yes,7.207355948,Rainy,-5.37506103515625,90.7965087890625
29992,qp096m,48,8.3,0.004152493,Residential,2,Not Allowed,Yes,12.03871036,Rainy,-5.37506103515625,90.8074951171875
29993,qp096t,48,8.3,0.266617114,Street,1,Not Allowed,Yes,21.31067366,Sunny,-5.37506103515625,90.8184814453125
29994,qp096v,48,8.3,0.863200119,Highway,2,Allowed,No,27.45033573,Sunny,-5.37506103515625,90.8294677734375
29995,qp097t,48,8.3,0.016591395,Residential,2,Not Allowed,Yes,14.17917724,Foggy,-5.37506103515625,90.8624267578125
29996,qp097v,48,8.3,0.309117199,Street,1,Not Allowed,Yes,10.8255409,Rainy,-5.37506103515625,90.8734130859375
29997,qp09kt,48,8.3,0.038243101,Residential,2,Not Allowed,Yes,4.536628341,Snowy,-5.37506103515625,90.9063720703125
29998,qp09kv,48,8.3,0.185306438,Residential,3,Allowed,Yes,12.76104696,Rainy,-5.37506103515625,90.9173583984375
29999,qp09qj,48,8.3,0.004890633,Residential,3,Allowed,Yes,9.347250277,Rainy,-5.37506103515625,90.9722900390625
30000,qp03mq,48,8.3,0.010836447,Residential,3,Allowed,Yes,23.80862774,Sunny,-5.36956787109375,90.5877685546875
30001,qp03mw,48,8.3,0.056997927,Residential,1,Not Allowed,No,23.55251613,Sunny,-5.36956787109375,90.5987548828125
