Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather
41878,qp099z,48,11.45,0.008348199,Residential,1,Not Allowed,No,15.4176369,Foggy
41879,qp09dp,48,11.45,0.063767332,Residential,1,Not Allowed,No,13.43659762,Rainy
41880,qp09dr,48,11.45,0.050805766,Residential,3,Allowed,Yes,18.06117031,Foggy
41881,qp09ep,48,11.45,0.0333349,Residential,1,Not Allowed,No,,Foggy
41882,qp09er,48,11.45,0.051449448,Residential,3,Allowed,Yes,11.83177234,Rainy
41883,qp09ex,48,11.45,0.442731115,Highway,2,Allowed,No,25.5538998,Sunny
41884,qp09ez,48,11.45,0.072616606,Residential,1,Not Allowed,No,25.40447158,Sunny
41885,qp09sp,48,11.45,0.245477348,Street,1,Not Allowed,Yes,16.57748353,Foggy
41886,qp09sr,48,11.45,0.054535347,Residential,1,Not Allowed,No,24.63227802,Sunny
41887,qp09sx,48,11.45,0.109776354,Residential,2,Not Allowed,Yes,9.912286194,Rainy
41888,qp09sz,48,11.45,0.074464483,Residential,2,Not Allowed,Yes,13.71646437,Rainy
41889,qp09tp,48,11.45,0.223261199,Street,1,Not Allowed,Yes,23.35828106,Sunny
41890,qp09tr,48,11.45,0.167605411,Residential,2,Not Allowed,Yes,12.85821627,Rainy
41891,qp09tx,48,11.45,0.009752463,Residential,3,Allowed,Yes,6.870803622,Snowy
41892,qp03vb,48,11.45,0.005172682,Residential,3,Allowed,Yes,11.87134381,Rainy
41893,qp03y0,48,11.45,0.008494285,Residential,1,Not Allowed,No,23.7255803,Sunny
41894,qp03y2,48,11.45,0.02952113,Residential,3,Allowed,Yes,3.703962239,Snowy
41895,qp03y8,48,11.45,0.100931513,Residential,2,Not Allowed,Yes,13.58069528,Rainy
41896,qp03yb,48,11.45,1,Highway,4,Allowed,Yes,23.23818748,Sunny
41897,qp03z0,48,11.45,0.202313067,Residential,2,Not Allowed,Yes,8.547104181,Rainy
41898,qp03z2,48,11.45,0.756155311,Highway,5,Allowed,No,22.67518094,Sunny
41899,qp03z8,48,11.45,0.222813475,Street,1,Not Allowed,Yes,24.21799058,Sunny
41900,qp03zb,48,11.45,0.186532602,Residential,3,Allowed,Yes,12.2242795,Rainy
41901,qp09b0,48,11.45,0.126672495,Residential,3,Allowed,Yes,14.23387201,Foggy
41902,qp09b2,48,11.45,0.212921126,Residential,1,Not Allowed,No,13.51229937,Rainy
41903,qp09c8,48,11.45,0.067975764,Residential,1,Not Allowed,No,9.072806125,Rainy
41904,qp09cb,48,11.45,0.002448333,Residential,3,Allowed,Yes,8.619833017,
41905,qp09f0,48,11.45,0.020820766,Residential,2,Not Allowed,Yes,4.872184044,Snowy
41906,qp09f2,48,11.45,0.003183504,Residential,2,Not Allowed,Yes,14.49982492,Foggy
41907,qp09f8,48,11.45,0.015769751,Residential,1,Not Allowed,No,19.24998381,Sunny
41908,qp09fb,48,11.45,0.007569648,Residential,3,Allowed,Yes,24.13190409,Sunny
41909,qp09g2,48,11.45,0.145518566,Residential,3,Allowed,Yes,23.08954167,Sunny
41910,qp09g8,48,11.45,0.115296343,Residential,1,Not Allowed,No,11.08601878,Rainy
41911,qp09gb,48,11.45,0.108087933,Residential,1,Not Allowed,No,5.519708674,Snowy
41912,qp09u0,48,11.45,0.281332526,Street,1,Not Allowed,Yes,,Rainy
41913,qp09u2,48,11.45,0.011041146,Residential,2,Not Allowed,Yes,24.81006203,Sunny
41914,qp09u8,48,11.45,0.017051248,Residential,2,Not Allowed,Yes,16.16378116,Foggy
41915,qp09v0,48,11.45,0.235849279,Street,1,Not Allowed,Yes,18.88734537,Foggy
41916,qp09v2,48,11.45,0.007789405,Residential,1,Not Allowed,No,16.49907374,Foggy
41917,qp03y9,48,11.45,0.05617869,Residential,1,Not Allowed,No,13.5403612,Rainy
41918,qp03yc,48,11.45,0.158846485,Residential,3,Allowed,Yes,18.51753322,Foggy
41919,qp03z1,48,11.45,0.01235741,Residential,3,Allowed,Yes,5.380601325,Snowy
41920,qp03z9,48,11.45,0.085744846,Residential,3,Allowed,Yes,21.78340356,Sunny
41921,qp03zc,48,11.45,0.091582271,Residential,2,Not Allowed,Yes,3.775078707,Snowy
41922,qp09b1,48,11.45,0.097830146,Residential,3,Allowed,Yes,0.924446302,Snowy
41923,qp09b3,48,11.45,0.159526715,Residential,3,Allowed,Yes,12.55351249,Rainy
41924,qp09c9,48,11.45,0.034383617,Residential,3,Allowed,Yes,5.510729391,Snowy
41925,qp09cc,48,11.45,0.130046949,,3,Allowed,Yes,17.65755002,Foggy
41926,qp09f1,48,11.45,0.074434414,Residential,1,Not Allowed,No,8.847273094,Rainy
41927,qp09f3,48,11.45,0.025954238,Residential,2,Not Allowed,Yes,13.4496526,Rainy
41928,qp09f9,48,11.45,0.116941148,Residential,2,Not Allowed,Yes,10.44890493,Rainy
41929,qp09g1,48,11.45,0.0996844,Residential,1,Not Allowed,No,13.75323455,Rainy
41930,qp09g3,48,11.45,0.037596737,Residential,3,Allowed,Yes,15.2532408,Foggy
41931,qp09g9,48,11.45,0.001548458,Residential,3,Allowed,Yes,6.492346554,Snowy
41932,qp09gc,48,11.45,0.00117147,Residential,3,Allowed,Yes,17.02577346,Foggy
41933,qp09u1,48,11.45,0.128745764,Residential,2,Not Allowed,Yes,10.93801172,Rainy
41934,qp09v1,48,11.45,0.122589654,Residential,3,Allowed,Yes,31.18745292,Sunny
41935,qp09y1,48,11.45,0.060163954,Residential,3,Allowed,Yes,8.756937848,Rainy
41936,qp03y6,48,11.45,0.036864012,Residential,1,Not Allowed,No,17.36627189,Foggy
41937,qp03yd,48,11.45,0.082118043,Residential,3,Allowed,Yes,21.2760405,Sunny
41938,qp03yf,48,11.45,0.013001952,Residential,1,Not Allowed,No,22.98422995,Sunny
41939,qp03z4,48,11.45,0.016114253,Residential,1,Not Allowed,No,14.14086236,Foggy
41940,qp03zd,48,11.45,0.006191096,Residential,2,Not Allowed,Yes,28.86160256,Sunny
41941,qp03zf,48,11.45,0.155837243,Residential,2,Not Allowed,Yes,10.39569108,Rainy
41942,qp09b4,48,11.45,0.233235968,Street,1,Not Allowed,Yes,9.220451056,Rainy
41943,qp09b6,48,11.45,0.819857477,Highway,2,Allowed,No,,Sunny
41944,qp09bd,48,11.45,0.196169387,Residential,1,Not Allowed,No,10.30316944,Rainy
41945,qp09c6,48,11.45,0.005115813,Residential,1,Not Allowed,No,19.01513567,Sunny
41946,qp09f6,48,11.45,0.019877135,Residential,3,Allowed,Yes,14.81618982,Foggy
41947,qp09fd,48,11.45,0.041515775,Residential,3,Allowed,Yes,19.88669052,Sunny
41948,qp09g4,48,11.45,0.046216941,Residential,1,Not Allowed,No,17.0419845,Foggy
41949,qp09g6,48,11.45,0.153766299,Residential,2,Not Allowed,Yes,16.07930324,Foggy
41950,qp09u6,48,11.45,0.005229276,Residential,1,Not Allowed,No,32.9641614,Sunny
41951,qp09ud,48,11.45,0.041830799,Residential,2,Not Allowed,Yes,-5.332370378,Snowy
41952,qp09uf,48,11.45,0.038474913,Residential,1,Not Allowed,No,15.76018889,Foggy
41953,qp09v4,48,11.45,0.004802812,Residential,2,Not Allowed,Yes,20.85653352,Sunny
41954,qp09v6,48,11.45,0.022701974,Residential,1,Not Allowed,No,15.38562429,Foggy
41955,qp03y7,48,11.45,0.089093275,Residential,3,Allowed,Yes,20.70778826,Sunny
41956,qp03ye,48,11.45,0.042035246,Residential,2,Not Allowed,Yes,11.92389343,Rainy
41957,qp03yg,48,11.45,0.29923416,Street,1,Not Allowed,Yes,4.868947124,Snowy
41958,qp03ze,48,11.45,0.019893074,Residential,3,Allowed,Yes,9.126394298,Rainy
41959,qp03zg,48,11.45,0.050789527,Residential,1,Not Allowed,No,8.393640584,Rainy
41960,qp09b5,48,11.45,0.097195082,Residential,1,Not Allowed,No,25.82184307,Sunny
41961,qp09b7,48,11.45,0.365416903,Highway,3,Allowed,Yes,14.91537675,Foggy
41962,qp09be,48,11.45,0.188946442,Residential,2,Not Allowed,Yes,6.020572466,Snowy
41963,qp09ce,48,11.45,0.019718098,Residential,1,Not Allowed,No,17.41016093,Foggy
41964,qp09cg,48,11.45,0.212418765,Residential,3,Allowed,Yes,17.46399053,Foggy
41965,qp09f7,48,11.45,0.02707919,Residential,1,Not Allowed,No,12.29029145,Rainy
41966,qp09fe,48,11.45,0.008962282,Residential,3,Allowed,Yes,26.37323204,Sunny
41967,qp09fg,48,11.45,0.06543197,Residential,1,Not Allowed,No,21.09519414,Sunny
41968,qp09g5,48,11.45,0.147714645,Residential,1,Not Allowed,No,5.648341006,Snowy
41969,qp09g7,48,11.45,0.03344011,Residential,2,Not Allowed,Yes,23.31710643,Sunny
41970,qp09ue,48,11.45,0.391539899,Highway,3,Allowed,Yes,3.552708121,Snowy
41971,qp09ug,48,11.45,0.051511737,Residential,3,Allowed,Yes,6.830056806,Snowy
41972,qp03yk,48,11.45,0.025403426,Residential,2,Not Allowed,Yes,25.29174988,Sunny
41973,qp03ys,48,11.45,0.121545582,Residential,2,Not Allowed,Yes,24.52567746,Sunny
41974,qp03yu,48,11.45,0.025448435,Residential,3,Allowed,Yes,,Foggy
41975,qp03zh,48,11.45,0.024624764,Residential,2,Not Allowed,Yes,16.6566684,Foggy
41976,qp03zk,48,11.45,0.002783854,Residential,1,Not Allowed,No,21.43493004,Sunny
41977,qp03zs,48,11.45,0.007936684,Residential,2,Not Allowed,Yes,1.992841791,Snowy
41978,qp03zu,48,11.45,0.062689931,Residential,1,Not Allowed,No,36.58072696,Sunny
41979,qp09bh,48,11.45,0.1252562,Residential,3,Allowed,Yes,16.92893472,Foggy
41980,qp09bk,48,11.45,0.016824231,Residential,1,Not Allowed,No,7.505625392,Rainy
41981,qp09cs,48,11.45,0.008266104,Residential,1,Not Allowed,No,22.58282709,Sunny
41982,qp09cu,48,11.45,0.054971397,Residential,2,Not Allowed,Yes,19.12324091,Sunny
41983,qp09fh,48,11.45,0.056946237,Residential,1,Not Allowed,No,25.43376074,Sunny
41984,qp09fs,48,11.45,0.061609504,Residential,3,Allowed,Yes,11.17548415,Rainy
41985,qp09fu,48,11.45,0.157300635,Residential,2,Not Allowed,Yes,20.69176553,Sunny
41986,qp09gh,48,11.45,0.081586734,Residential,1,Not Allowed,No,29.58101929,Sunny
41987,qp09gk,48,11.45,0.181974085,Residential,2,Not Allowed,Yes,15.89729276,Foggy
41988,qp09gs,48,11.45,0.057824549,Residential,2,Not Allowed,Yes,10.94231048,Rainy
41989,qp09gu,48,11.45,0.009984393,Residential,2,Not Allowed,Yes,21.3547697,Sunny
41990,qp09uh,48,11.45,0.015201341,Residential,3,Allowed,Yes,9.543921161,Rainy
41991,qp09uk,48,11.45,0.038670183,Residential,2,Not Allowed,Yes,14.67789855,Foggy
41992,qp09us,48,11.45,0.080717118,Residential,1,Not Allowed,No,6.645732855,Snowy
41993,qp09uu,48,11.45,0.007647753,Residential,2,Not Allowed,Yes,26.17164983,Sunny
41994,qp09vk,48,11.45,0.252953655,Street,1,Not Allowed,Yes,9.473643494,Rainy
41995,qp09yh,48,11.45,0.163871264,Residential,1,Not Allowed,No,32.20013917,Sunny
41996,qp03ym,48,11.45,0.001520722,Residential,3,Allowed,Yes,5.770193434,Snowy
41997,qp03yt,48,11.45,0.028677839,Residential,2,Not Allowed,Yes,9.911902193,Rainy
41998,qp03yv,48,11.45,0.023842541,Residential,2,Not Allowed,Yes,9.165464212,Rainy
41999,qp03zm,48,11.45,0.020053181,Residential,2,Not Allowed,Yes,6.749014015,Snowy
42000,qp03zt,48,11.45,0.260982448,Street,1,Not Allowed,Yes,25.59727239,Sunny
42001,qp03zv,48,11.45,0.410999269,Highway,2,Allowed,No,22.30886803,
42002,qp09bj,48,11.45,0.099967043,Residential,2,Not Allowed,Yes,17.57415419,Foggy
42003,qp09bm,48,11.45,0.117434224,Residential,3,Allowed,Yes,2.920089482,Snowy
42004,qp09bt,48,11.45,0.009265592,Residential,1,Not Allowed,No,20.18508468,Sunny
42005,qp09cj,48,11.45,0.175830599,Residential,2,Not Allowed,Yes,,Snowy
42006,qp09cm,48,11.45,0.026002899,Residential,2,Not Allowed,Yes,28.9590785,Sunny
42007,qp09ct,48,11.45,0.054241258,Residential,3,Allowed,Yes,13.91040403,Rainy
42008,qp09cv,48,11.45,0.100767955,Residential,2,Not Allowed,Yes,29.30580718,Sunny
42009,qp09fj,48,11.45,0.137049266,Residential,2,Not Allowed,Yes,17.37832249,Foggy
42010,qp09fm,48,11.45,0.147378783,Residential,3,Allowed,Yes,3.369801099,Snowy
42011,qp09ft,48,11.45,1,Highway,3,Allowed,Yes,16.33479687,Foggy
42012,qp09gj,48,11.45,0.079058522,Residential,1,Not Allowed,No,10.22275856,Rainy
42013,qp09gt,48,11.45,0.055581281,Residential,1,Not Allowed,No,12.923261,Rainy
42014,qp09gv,48,11.45,0.061385629,Residential,2,Not Allowed,Yes,6.601316123,Snowy
42015,qp09uj,48,11.45,0.023568345,Residential,2,Not Allowed,Yes,16.34153507,Foggy
42016,qp09um,48,11.45,0.055378122,Residential,2,Not Allowed,Yes,11.0405228,Rainy
42017,qp09ut,48,11.45,0.252036828,Street,1,Not Allowed,Yes,4.420645347,Snowy
42018,qp09uv,48,11.45,0.559451222,Highway,3,Allowed,Yes,21.68822897,Sunny
42019,qp09vj,48,11.45,0.084174963,Residential,1,Not Allowed,No,30.82054295,Sunny
42020,qp09vm,48,11.45,0.138410901,Residential,1,Not Allowed,No,16.00607646,Foggy
42021,qp09vt,48,11.45,0.0154052,Residential,1,Not Allowed,No,22.2483708,Sunny
42022,qp09vv,48,11.45,0.03627828,Residential,1,Not Allowed,No,14.53500116,Foggy
42023,qp09yj,48,11.45,0.128994013,Residential,1,Not Allowed,No,17.12376413,Foggy
42024,qp03yw,48,11.45,0.020485052,Residential,3,Allowed,Yes,27.51265595,Sunny
42025,qp03yy,48,11.45,0.07652416,Residential,1,Not Allowed,No,13.10750389,Rainy
42026,qp03zn,48,11.45,0.007431199,Residential,1,Not Allowed,No,16.53405833,Foggy
42027,qp03zw,48,11.45,0.006941185,Residential,3,Allowed,Yes,23.35175713,Sunny
42028,qp09bn,48,11.45,0.033569834,Residential,2,Not Allowed,Yes,3.860244042,Snowy
42029,qp09bq,48,11.45,0.056610182,Residential,3,Allowed,Yes,22.69552118,Sunny
42030,qp09bw,48,11.45,0.008954303,Residential,1,Not Allowed,No,22.55111409,Sunny
42031,qp09cn,48,11.45,0.029904467,Residential,3,Allowed,Yes,21.67262709,Sunny
42032,qp09cq,48,11.45,0.068482601,Residential,2,Not Allowed,Yes,16.27829733,Foggy
42033,qp09cw,48,11.45,0.007657135,Residential,2,Not Allowed,Yes,13.94811032,Rainy
42034,qp09cy,48,11.45,0.022958296,Residential,3,Allowed,Yes,23.1535871,Sunny
42035,qp09fq,48,11.45,0.186137138,Residential,3,Allowed,Yes,16.20248445,Foggy
42036,qp09fw,48,11.45,0.032473813,Residential,1,Not Allowed,No,,Foggy
42037,qp09fy,48,11.45,0.072257377,Residential,1,Not Allowed,No,4.572856979,Snowy
42038,qp09gn,48,11.45,0.004203562,Residential,2,Not Allowed,Yes,12.18203018,Rainy
42039,qp09gq,48,11.45,0.018262156,Residential,1,Not Allowed,No,10.4069433,Rainy
42040,qp09gw,48,11.45,0.103223673,Residential,2,Not Allowed,Yes,10.43470743,Rainy
42041,qp09gy,48,11.45,0.108566497,Residential,1,Not Allowed,No,18.21140835,Foggy
42042,qp09un,48,11.45,0.028595851,Residential,1,Not Allowed,No,14.42183131,Foggy
42043,qp09uq,48,11.45,0.005415612,Residential,2,Not Allowed,Yes,16.88228857,Foggy
42044,qp09uw,48,11.45,0.091320075,Residential,2,Not Allowed,Yes,19.8006693,Sunny
42045,qp09uy,48,11.45,1,Highway,5,Allowed,No,3.206363602,Snowy
42046,qp09vn,48,11.45,0.051891018,Residential,2,Not Allowed,Yes,7.08806798,Rainy
42047,qp09vq,48,11.45,0.164364238,Residential,2,Not Allowed,Yes,14.66178049,Foggy
42048,qp09vy,48,11.45,0.030350426,Residential,2,Not Allowed,Yes,17.7526591,Foggy
42049,qp09yn,48,11.45,0.024938236,Residential,3,Allowed,Yes,6.64633088,Snowy
42050,qp03yx,48,11.45,0.024347207,Residential,1,Not Allowed,No,15.0858514,Foggy
42051,qp03yz,48,11.45,0.012169291,Residential,3,Allowed,Yes,15.4207581,Foggy
42052,qp03zp,48,11.45,0.002283685,Residential,1,Not Allowed,No,12.32207133,Rainy
42053,qp03zr,48,11.45,0.010122182,Residential,1,Not Allowed,No,18.4159994,Foggy
42054,qp03zz,48,11.45,0.347880644,,1,Not Allowed,Yes,21.7498171,Sunny
42055,qp09bp,48,11.45,0.004674089,Residential,1,Not Allowed,No,34.49510613,Sunny
42056,qp09bz,48,11.45,0.004882656,Residential,2,Not Allowed,Yes,26.25456682,Sunny
42057,qp09cr,48,11.45,0.000405197,Residential,2,Not Allowed,Yes,13.55660253,Rainy
42058,qp09fx,48,11.45,0.034935576,Residential,1,Not Allowed,No,15.58595514,Foggy
42059,qp09fz,48,11.45,0.16994714,Residential,3,Allowed,Yes,3.613839965,Snowy
42060,qp09gp,48,11.45,0.059254473,Residential,2,Not Allowed,Yes,28.84781798,Sunny
42061,qp09gx,48,11.45,0.150932355,Residential,1,Not Allowed,No,3.562184742,Snowy
42062,qp09ux,48,11.45,0.048648799,Residential,1,Not Allowed,No,15.73348913,Foggy
42063,qp09uz,48,11.45,0.330834089,Street,1,Not Allowed,Yes,14.87715112,Foggy
42064,qp09vp,48,11.45,0.01174577,Residential,1,Not Allowed,No,23.63834795,Sunny
42065,qp09vr,48,11.45,0.01081534,Residential,3,Allowed,Yes,12.28503225,Rainy
42066,qp09yp,48,11.45,0.028256517,Residential,1,Not Allowed,No,10.80274944,Rainy
42067,qp06n8,48,11.45,0.003095281,Residential,1,Not Allowed,No,,Sunny
42068,qp06nb,48,11.45,0.027173802,Residential,1,Not Allowed,No,27.70198302,Sunny
42069,qp06p2,48,11.45,0.005445645,Residential,1,Not Allowed,No,5.33597492,Snowy
42070,qp06p8,48,11.45,0.002957623,Residential,1,Not Allowed,No,24.02857693,Sunny
42071,qp06pb,48,11.45,0.19100899,Residential,1,Not Allowed,No,21.04224153,Sunny
42072,qp0d00,48,11.45,0.032662494,Residential,3,Allowed,Yes,19.52537693,Sunny
42073,qp0d0b,48,11.45,0.000245512,Residential,3,Allowed,Yes,27.48583078,Sunny
42074,qp0d12,48,11.45,0.001397041,Residential,2,Not Allowed,Yes,4.437606225,Snowy
42075,qp0d18,48,11.45,0.041727774,Residential,1,Not Allowed,No,18.92840112,Foggy
42076,qp0d48,48,11.45,0.108574644,Residential,1,Not Allowed,No,12.11631427,Rainy
42077,qp0d4b,48,11.45,0.121905217,Residential,3,Allowed,Yes,24.01136658,Sunny
42078,qp0d50,48,11.45,0.138109904,Residential,2,Not Allowed,Yes,10.45824897,Rainy
42079,qp0d52,48,11.45,0.108085752,Residential,2,Not Allowed,Yes,13.48010962,Rainy
42080,qp0d58,48,11.45,0.071578987,Residential,3,Allowed,Yes,17.58533204,Foggy
42081,qp0d5b,48,11.45,0.019717513,Residential,3,Allowed,Yes,14.96027586,Foggy
42082,qp0dh0,48,11.45,0.101270032,Residential,1,Not Allowed,No,14.91531013,Foggy
42083,qp0dh2,48,11.45,0.031892645,Residential,2,Not Allowed,Yes,13.62902515,Rainy
42084,qp0dh8,48,11.45,0.127385466,Residential,1,Not Allowed,No,26.62311284,Sunny
42085,qp0dhb,48,11.45,0.148405121,Residential,2,Not Allowed,Yes,10.17086886,Rainy
42086,qp0dj0,48,11.45,0.136770058,Residential,3,Allowed,Yes,17.17127472,Foggy
42087,qp06nc,48,11.45,0.023972607,Residential,2,Not Allowed,Yes,28.81293772,Sunny
42088,qp06p3,48,11.45,0.000803476,Residential,2,Not Allowed,Yes,5.827362314,Snowy
42089,qp06p9,48,11.45,0.013547531,Residential,2,Not Allowed,Yes,12.75628157,Rainy
42090,qp0d01,48,11.45,0.021451278,Residential,2,Not Allowed,Yes,11.63954446,Rainy
42091,qp0d03,48,11.45,0.008395768,Residential,1,Not Allowed,No,18.30387154,Foggy
42092,qp0d0c,48,11.45,0.008656893,Residential,1,Not Allowed,No,6.822379253,Snowy
42093,qp0d13,48,11.45,0.030898359,Residential,3,Allowed,Yes,31.06623741,Sunny
42094,qp0d19,48,11.45,0.011998094,Residential,2,Not Allowed,Yes,27.59287858,Sunny
42095,qp0d49,48,11.45,0.01875354,Residential,3,Allowed,Yes,2.290309178,Snowy
42096,qp0d4c,48,11.45,0.089903511,Residential,1,Not Allowed,No,4.265141445,Snowy
42097,qp0d51,48,11.45,0.037954521,Residential,2,Not Allowed,Yes,26.22521339,Sunny
42098,qp0d53,48,11.45,0.148413467,Residential,1,Not Allowed,No,,
42099,qp0dh1,48,11.45,0.0179219,Residential,1,Not Allowed,No,6.583258872,Snowy
42100,qp0dh9,48,11.45,0.231314064,Street,1,Not Allowed,Yes,20.98309578,Sunny
42101,qp0dj1,48,11.45,0.321150107,Street,1,Not Allowed,Yes,11.20227312,Rainy
42102,qp06pd,48,11.45,0.011746266,Residential,2,Not Allowed,Yes,14.17268758,Foggy
42103,qp06pf,48,11.45,0.02211474,Residential,3,Allowed,Yes,8.504124863,Rainy
42104,qp0d06,48,11.45,0.017523021,Residential,2,Not Allowed,Yes,23.44738299,Sunny
42105,qp0d0f,48,11.45,0.017499355,Residential,2,Not Allowed,Yes,19.8194499,Sunny
42106,qp0d1d,48,11.45,0.00138602,Residential,1,Not Allowed,No,18.15345172,Foggy
42107,qp0d54,48,11.45,0.10857657,Residential,2,Not Allowed,Yes,10.81518817,Rainy
42108,qp0d5f,48,11.45,0.028673107,Residential,1,Not Allowed,No,20.7955055,Sunny
42109,qp0dh4,48,11.45,0.046972387,Residential,3,Allowed,Yes,37.74259936,Sunny
42110,qp0dj4,48,11.45,0.037335914,Residential,2,Not Allowed,Yes,16.80638739,Foggy
42111,qp0dj6,48,11.45,0.016661131,Residential,2,Not Allowed,Yes,17.18084381,Foggy
42112,qp06ne,48,11.45,0.00759805,Residential,2,Not Allowed,Yes,8.296172076,Rainy
42113,qp06ng,48,11.45,0.002179092,Residential,1,Not Allowed,No,14.65200953,Foggy
42114,qp06p5,48,11.45,0.169575708,Residential,1,Not Allowed,No,18.56243269,Foggy
42115,qp06p7,48,11.45,0.015466388,Residential,3,Allowed,Yes,14.31214356,Foggy
42116,qp06pe,48,11.45,0.028379675,Residential,1,Not Allowed,No,8.333565028,Rainy
42117,qp0d07,48,11.45,0.00025054,Residential,2,Not Allowed,Yes,17.08780992,Foggy
42118,qp0d15,48,11.45,0.014023849,Residential,2,Not Allowed,Yes,17.85553371,Foggy
42119,qp0d1e,48,11.45,0.009565761,Residential,2,Not Allowed,Yes,20.64728642,Sunny
42120,qp0d1g,48,11.45,0.019775086,Residential,3,Allowed,Yes,24.65648696,Sunny
42121,qp0d4e,48,11.45,0.070249701,Residential,1,Not Allowed,No,9.76561876,Rainy
42122,qp0d4g,48,11.45,0.016675657,Residential,1,Not Allowed,No,18.99986023,Foggy
42123,qp0d5g,48,11.45,0.001156409,Residential,3,Allowed,Yes,10.32209841,Rainy
42124,qp0dhe,48,11.45,0.413781295,Highway,3,Allowed,Yes,10.84767846,Rainy
42125,qp0dhg,48,11.45,0.075065741,Residential,1,Not Allowed,No,20.98249685,Sunny
42126,qp0dj5,48,11.45,0.049165147,Residential,3,Allowed,Yes,30.02725003,Sunny
42127,qp0dj7,48,11.45,0.148119413,Residential,3,Allowed,Yes,18.6627021,Foggy
42128,qp0dn5,48,11.45,0.003701115,Residential,1,Not Allowed,No,15.97967203,Foggy
42129,qp06ph,48,11.45,0.061565665,Residential,3,Allowed,Yes,,Rainy
42130,qp06pk,48,11.45,0.032827699,Residential,3,Allowed,Yes,2.528812985,Snowy
42131,qp06ps,48,11.45,0.022636265,Residential,1,Not Allowed,No,12.7475223,Rainy
42132,qp0d0h,48,11.45,0.108391588,Residential,1,Not Allowed,No,33.10619848,Sunny
42133,qp0d0k,48,11.45,0.012207305,Residential,1,Not Allowed,No,17.47997471,Foggy
42134,qp0d1h,48,11.45,0.140069292,Residential,3,Allowed,Yes,34.04602538,Sunny
42135,qp0d4s,48,11.45,0.135366851,Residential,3,Allowed,Yes,13.50801202,Rainy
42136,qp0d4u,48,11.45,0.002175494,Residential,1,Not Allowed,No,-0.767009056,Snowy
42137,qp0dhh,48,11.45,0.018394187,Residential,2,Not Allowed,Yes,-2.900204965,Snowy
42138,qp0dhs,48,11.45,0.082836075,Residential,2,Not Allowed,Yes,19.97723402,Sunny
42139,qp0djh,48,11.45,0.056174165,Residential,2,Not Allowed,Yes,20.37850139,Sunny
42140,qp0djk,48,11.45,0.015013124,Residential,3,Allowed,Yes,18.93664155,Foggy
42141,qp06pj,48,11.45,0.004593186,Residential,3,Allowed,Yes,15.89447264,Foggy
42142,qp06pm,48,11.45,0.009359097,Residential,2,Not Allowed,Yes,9.832154102,Rainy
42143,qp06pt,48,11.45,0.005792324,Residential,2,Not Allowed,Yes,17.94324998,Foggy
42144,qp06pv,48,11.45,0.019490174,Residential,2,Not Allowed,Yes,12.55934609,Rainy
42145,qp0d0j,48,11.45,0.017549377,Residential,1,Not Allowed,No,32.24234458,Sunny
42146,qp0d0v,48,11.45,0.006169709,Residential,1,Not Allowed,No,-3.666937856,Snowy
42147,qp0d1m,48,11.45,0.147060614,Residential,2,Not Allowed,Yes,20.26189559,Sunny
42148,qp0d4t,48,11.45,0.069526521,Residential,3,Allowed,Yes,18.62278693,Foggy
42149,qp0d4v,48,11.45,0.034264166,Residential,3,Allowed,Yes,16.67223432,Foggy
42150,qp0d5m,48,11.45,0.003346198,Residential,2,Not Allowed,Yes,13.54015134,Rainy
42151,qp0dht,48,11.45,0.342989646,Street,1,Not Allowed,Yes,15.27170333,Foggy
42152,qp0djm,48,11.45,0.006036888,Residential,2,Not Allowed,Yes,14.82312145,Foggy
42153,qp06pq,48,11.45,0.017647593,Residential,2,Not Allowed,Yes,16.3495894,Foggy
42154,qp06pw,48,11.45,0.012237549,Residential,2,Not Allowed,Yes,15.39422675,Foggy
42155,qp06py,48,11.45,0.040176202,Residential,2,Not Allowed,Yes,12.98458354,Rainy
42156,qp0d0n,48,11.45,0.011542424,Residential,3,Allowed,Yes,6.616037611,Snowy
42157,qp0d0q,48,11.45,0.007000423,Residential,2,Not Allowed,Yes,29.45420709,Sunny
42158,qp0d0w,48,11.45,0.045512844,Residential,1,Not Allowed,No,24.5133329,Sunny
42159,qp0d0y,48,11.45,0.022402168,Residential,1,Not Allowed,No,9.623607653,Rainy
42160,qp0d1n,48,11.45,0.084330759,Residential,3,Allowed,Yes,,Rainy
42161,qp0d1q,48,11.45,0.014981998,Residential,2,Not Allowed,Yes,16.05554478,Foggy
42162,qp0d1w,48,11.45,0.007317938,Residential,3,Allowed,Yes,12.3437982,Rainy
42163,qp0d4n,48,11.45,0.041222128,Residential,2,Not Allowed,Yes,31.46269303,Sunny
42164,qp0d4q,48,11.45,0.32519733,Street,1,Not Allowed,Yes,14.34644943,Foggy
42165,qp0d4w,48,11.45,0.213130028,Residential,3,Allowed,Yes,28.93617736,Sunny
42166,qp0dhq,48,11.45,0.054126777,Residential,1,Not Allowed,No,13.97031354,Rainy
42167,qp0dhw,48,11.45,0.1851865,Residential,3,Allowed,Yes,32.74150908,Sunny
42168,qp0dhy,48,11.45,0.007097197,Residential,2,Not Allowed,Yes,14.3155982,Foggy
42169,qp0djq,48,11.45,0.014630019,Residential,3,Allowed,Yes,34.57855575,Sunny
42170,qp02z3,48,12,7.34E-05,Residential,1,Not Allowed,No,4.871596917,Snowy
